,Time,Tweets,Tweeter,Likes
431,2020-12-22 14:53:42,"We are making tremendous progress. We wrapped up 2019 with the Final Investment Decision (FID) for NLNG Train 7, and are now exiting 2020 with this milestone commissioning of the Oredo Integrated Gas Handling Facility, which will support our National Gas Expansion Program.",MBuhari,707
432,2020-12-22 14:53:42,"We are making tremendous progress. We wrapped up 2019 with the Final Investment Decision (FID) for NLNG Train 7, and are now exiting 2020 with this milestone commissioning of the Oredo Integrated Gas Handling Facility, which will support our National Gas Expansion Program.",MBuhari,708
433,2020-12-17 22:10:24,"Our administration is fully aware of the responsibility we have to protect the lives and property of all Nigerians. I ask Nigerians to be patient and fair to us as we deal with the challenges of security, the economy, and corruption. We will not relent.",MBuhari,2918
434,2020-12-17 22:10:24,"Our administration is fully aware of the responsibility we have to protect the lives and property of all Nigerians. I ask Nigerians to be patient and fair to us as we deal with the challenges of security, the economy, and corruption. We will not relent.",MBuhari,2915
435,2020-12-17 21:50:57,"I welcome the release of the kidnapped students of Government Science Secondary School, Kankara. This is a huge relief to the entire country &amp; international community. The entire country is grateful to Governor Masari, the Intelligence Agencies, the Military and the Police Force.",MBuhari,15572
436,2020-12-17 21:50:57,"I welcome the release of the kidnapped students of Government Science Secondary School, Kankara. This is a huge relief to the entire country &amp; international community. The entire country is grateful to Governor Masari, the Intelligence Agencies, the Military and the Police Force.",MBuhari,15559
437,2020-12-10 20:32:15,"On behalf of the government and people of Nigeria, I wish President Akufo-Addo a successful new tenure, and peace and stability in his country, as well as improved relations between our two countries.",MBuhari,1590
438,2020-12-10 20:32:15,"On behalf of the government and people of Nigeria, I wish President Akufo-Addo a successful new tenure, and peace and stability in his country, as well as improved relations between our two countries.",MBuhari,1594
439,2020-12-10 20:31:03,"Nigeria and Ghana share close historical and cultural ties, and I look forward to working with President Akufo-Addo to realise our shared goals of peace, security and prosperity for our citizens and for the entire ECOWAS community.",MBuhari,1598
440,2020-12-10 20:31:03,"Nigeria and Ghana share close historical and cultural ties, and I look forward to working with President Akufo-Addo to realise our shared goals of peace, security and prosperity for our citizens and for the entire ECOWAS community.",MBuhari,1600
441,2020-12-10 20:29:08,I congratulate President Akufo-Addo on his re-election for a second term in office. I also commend the people of Ghana on the successful conclusion of the presidential and parliamentary elections - further proof that constitutional democracy has come to stay in West Africa.,MBuhari,12925
442,2020-12-10 20:29:08,I congratulate President Akufo-Addo on his re-election for a second term in office. I also commend the people of Ghana on the successful conclusion of the presidential and parliamentary elections - further proof that constitutional democracy has come to stay in West Africa.,MBuhari,12939
443,2020-12-09 18:42:19,"It must be said that foreign press coverage of the ENDSARS violence was not balanced, especially from CNN and BBC. I was disgusted by the coverage, which did not give attention to the policemen that were killed, the stations that were burnt, and prisons that were opened.",MBuhari,9181
444,2020-12-09 18:42:19,"It must be said that foreign press coverage of the ENDSARS violence was not balanced, especially from CNN and BBC. I was disgusted by the coverage, which did not give attention to the policemen that were killed, the stations that were burnt, and prisons that were opened.",MBuhari,9173
445,2020-12-08 19:22:12,"Intelligence-gathering is also very critical to ensuring lasting security in Nigeria. In this regard, everyone has a role to play, in addition to the security agencies: Governors, traditional rulers, community leaders, citizens. We must all work to boost intelligence-gathering.",MBuhari,1783
446,2020-12-08 19:22:12,"Intelligence-gathering is also very critical to ensuring lasting security in Nigeria. In this regard, everyone has a role to play, in addition to the security agencies: Governors, traditional rulers, community leaders, citizens. We must all work to boost intelligence-gathering.",MBuhari,1781
447,2020-12-08 19:11:01,"We are investing heavily in weapons and equipment for our military. They have already received armoured cars and other equipment, and aircraft, and more will come in. We will continue to give them all the support they need to fight criminals. We must and will secure Nigeria.",MBuhari,9315
448,2020-12-08 19:11:01,"We are investing heavily in weapons and equipment for our military. They have already received armoured cars and other equipment, and aircraft, and more will come in. We will continue to give them all the support they need to fight criminals. We must and will secure Nigeria.",MBuhari,9306
449,2020-12-08 19:05:25,"In my meeting with State Governors today I explained that the closure of Nigeria’s land borders was partly an attempt to control the smuggling in of weapons &amp; drugs. Now that the message has sunk in with our neighbours,we’re looking into reopening the borders as soon as possible.",MBuhari,12119
450,2020-11-30 17:36:33,"As I noted earlier, the massacre by Boko Haram in Zabarmari is nothing short of senseless, barbaric, gruesome and cowardly. It reinforces our resolve to root out all forms of insurgency and insecurity not just in Borno but everywhere across Nigeria.",MBuhari,1246
451,2020-11-30 17:31:51,"We will intensify our cooperation with neighbouring countries on bilateral and multilateral levels, to ensure that there is no hiding place for the terrorists.",MBuhari,1302
452,2020-11-30 17:30:34,"As we mourn all the lives lost in Zabarmari, the Armed Forces have been given the marching order to take the fight to the insurgents, not on a one-off, but on a continuous basis, until we root out the terrorists.",MBuhari,1072
453,2020-11-30 17:28:23,Nothing is more important than ensuring the security of lives and property of Nigerians. Everything is secondary when security is at stake. I will ensure that more resources are made available to the military and other security agencies to prosecute the war against terrorism.,MBuhari,9605
454,2020-11-25 20:00:02,I wish you successful commemoration and Days of Activism.,MBuhari,647
455,2020-11-25 19:59:42,"We have developed additional strategies to improve the quality of life for women and girls, redoubling our efforts to improve access to productive resources for women and girls as well as continue to ensure the protection of fundamental rights.",MBuhari,429
